"ID","Glottocode","Language","Forms","SG ~ PL","Meaning","Semantic_Category","Semantic_Subcategory","Bipartite_vs_Tripartite","Alternation_Type","Handling_Shape","Comment"
564,"seri1257","Seri","-aitom ~ -o:ša","SG ~ PL","talk","emission",,"bipartite","suppletion","no",
565,"shas1239","Shasta","iʔ·ɨ ~ ip·ɨ","SG ~ PL","look","perception",,"bipartite","suppletion","no",
566,"sume1241","Sumerian","du(11).g ~ e","SG ~ PL","say/do","emission",,"bipartite","suppletion","no",
567,"kuna1268","Kunama","ena ~ enana","SG ~ PL","sing","emission",,"bipartite","regular",,"nV"
568,"nuuc1236","Nuu-chah-nulth","ciqaa ~ ciciiqyu","INDIVIDUAL ~ COLLECTIVE","speak","emission",,"bipartite","regular",,"-RL.yu"
569,"nuuc1236","Nuu-chah-nulth","waa ~ wawaałyu","INDIVIDUAL ~ COLLECTIVE","say","emission",,"bipartite","regular",,"-RL.yu"
570,"tabo1241","Tabo","olamagi ~ olamagimi","SG ~ PL","speak","emission",,"bipartite","regular",,"-mi suffix"
571,"tabo1241","Tabo","gaa:tepaha ~ ga:ga:","SG ~ PL","scream","emission",,"bipartite","suppletion","no",
572,"akab1249","Akabea","mek ~ aka-wet","SG ~ PL","eat","ingestion",,"bipartite","suppletion","no",
573,"buru1296","Burushaski","sí- ~ sú (hx); šé- ~ šé-","SG ~ PL","eat","ingestion",,"bipartite","suppletion","no",
574,"nucl1302","Georgian","sx ~ sv","SG ~ PL","drink/pour","ingestion",,"bipartite","suppletion","no",
575,"hopi1249","Hopi","tuumoyta ~ noonova (impf) nöönösa (perf)","SG ~ PL","eat","ingestion",,"bipartite","suppletion","no",
576,"imon1245","Imonda","ne ~ hla","SG ~ PL","eat","ingestion",,"bipartite","suppletion","no",
577,"koas1236","Koasati","anó:lin ~ anó-s-lin","SG ~ PL","devour","ingestion",,"bipartite","regular",,"-s- infix"
578,"laal1242","Laal","kāw ~ kɨ̄w","SG ~ PL","eat, prepare to eat","ingestion",,"bipartite","regular",,"a > ɨ / i"
579,"laal1242","Laal","nyāg ~ nyɨ̄g","SG ~ PL","eat (something not a ball or sauce)","ingestion",,"bipartite","regular",,"a > ɨ / i"
580,"nucl1622","Marind","aheb ~ hi","SG ~ PL","eat","ingestion",,"bipartite","suppletion","no",
581,"mull1237","Mullukmulluk","lak ~ larak","SG ~ PL","eat (meat)","ingestion",,"bipartite","regular",,
582,"murr1258","Murriny Patha","la ~ lla","SG ~ PL","eat","ingestion",,"bipartite","regular",,
583,"nisg1240","Nisgaʼa","yu:qxʷ ~ tXoqxʷ","SG ~ PL","eat","ingestion",,"bipartite","suppletion","no",
584,"nort2942","North Slavey","shéti ~ shégeti ~ shégeyeh","SG ~ PAUCAL ~ PL","eat","ingestion",,"tripartite","suppletion","no",
585,"nuuc1236","Nuu-chah-nulth","n̓uun̓uuk ~ n̓uun̓uuʕaqa","INDIVIDUAL ~ COLLECTIVE","swallow","ingestion",,"bipartite","regular",,"-!aqa"
586,"nucl1649","Southern Coastal Tsimshian","txooxk ~ ‘yaak, ‘yaax","SG ~ PL","eat","ingestion",,"bipartite","suppletion","no",
587,"tabo1241","Tabo","na ~ naha","SG ~ PL","eat (humans)","ingestion",,"bipartite","regular",,"-ha suffix"
588,"tabo1241","Tabo","na ~ nale","SG ~ PL","eat (animals)","ingestion",,"bipartite","regular",,"-le suffix"
589,"wari1268","Wari","kao ~ kakakao","SG ~ PL","eat","ingestion",,"bipartite","regular",,"CV(CV)- reduplciation"
590,"wari1268","Wari","tok ~ torotok","SG ~ PL","drink","ingestion",,"bipartite","regular",,"-rV(CV)- infixation"
591,"west2632","Western Keres","-'úbeW ~ -âaʔábeW ~ -âaʔábeW","SG ~ DU ~ PL","eat","ingestion",,"tripartite","suppletion","no",
592,"west2632","Western Keres","-ə̓:sk̓aD ~ -aʔásk̓aD ~ -qáask̓aD-aaD","SG ~ DU ~ PL","drink","ingestion",,"tripartite","suppletion","no",
593,"wich1260","Wichita","kaʔac ~ ʔa","SG ~ PL","eat","ingestion",,"bipartite","suppletion","no",
594,"wari1268","Wari","topa' ~ toparapa'","SG ~ PL","kill","kill",,"bipartite","regular",,"-rV(CV)- infixation"
595,"chin1286","Clatsop-Shoalwater Chinook","-ā-wa ~ -o-tēna","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
596,"coma1245","Comanche","-kuparʉ ~ -tokwe","SG ~ PL","kill","kill",,"bipartite","suppletion","no","separate bound form"
597,"coma1245","Comanche","pehkarʉ ~ wasʉpʉ","SG ~ PL","kill","kill",,"bipartite","suppletion","no","separate unbound form"
598,"cree1270","Creek","il-i:c-itá ~ pasat-itá","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
599,"daga1275","Daga","to ~ gut","SG ~ PL","kill/hit","kill",,"bipartite","suppletion","no","also hit"
600,"gavi1246","Gavião Do Jiparaná","ka ~ abiì","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
601,"coos1249","Hanis","tsxaᵘ ~ aiʷ","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
602,"ainu1240","Hokkaido Ainu","rayke ~ ronnu","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
603,"hopi1249","Hopi","niina ~ qöya","SG ~ PL","kill","kill",,"bipartite","suppletion","no","also butcher, slaughter"
604,"hupa1239","Hupa","wan ~ wen","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
605,"kash1280","Kashaya","pʰak'uᵒm- ~ duhkʰuy-","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
606,"klam1254","Klamath-Modoc","siwg ~ lwel","SG/PAUCAL? ~ PL/MANY?","kill","kill",,"bipartite","suppletion","no","Barker 1964 states that singular~plural is the most common alternation, but some examples of ""paucative"" number are found as well. It is unclear which verb pairs are paucative."
607,"jama1261","Madi","-na(a)boha- ~ waka -na-","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
608,"maxa1247","Maxakalí","um-tex ~ kix","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
609,"nava1243","Navajo","hééɬ ~ ghááɬ ~ tsiɬ","SG ~ DU ~ PL","kill","kill",,"tripartite","suppletion","no",
610,"nisg1240","Nisgaʼa","cákʷ ~ yác","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
611,"nort2942","North Slavey","lanihwhe ~ lanihdé","SG ~ PL","kill","kill",,"bipartite","suppletion","no","note that a root is shared with 'die'"
612,"nort2954","Northern Paiute","patsa ~ koi","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
613,"rikb1245","Rikbaktsa","ba ~ beze","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
614,"juho1239","South-Eastern Ju","!hún ~ !'óán","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
615,"sout2956","Southern Haida","tiyaa ~ tl'ada","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
616,"tabo1241","Tabo","anagali{mi|name} ~ alukuli{i|0}","SG ~ PL","kill/strike","kill",,"bipartite","suppletion","no","{} indicates different persons"
617,"ticu1245","Ticuna","ma̰ ~ dài","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
618,"toho1245","Tohono Oʼodham","mɨ'a ~ koktha(?)","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
619,"uppe1439","Upper Chehalis","tíxʷ-, manít- ~ łə́p-","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
620,"wapp1239","Wappo","t'óhɛ ~ lípɛlɛ","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
621,"wich1260","Wichita","ki ~ ʔe:seʔi","SG ~ PL","kill (PERF)","kill",,"bipartite","suppletion","no",
622,"wich1260","Wichita","ki ~ ʔessa","SG ~ PL","kill (IMPF)","kill",,"bipartite","suppletion","no",
623,"yaqu1251","Yaqui","me’a ~ sua","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
624,"zuni1245","Zuni","‘ayna- ~ ɬata-","SG ~ PL","kill","kill",,"bipartite","suppletion","no",
625,"embe1260","Emberá-Catío","bu ~ panú","SG ~ PL","be","location",,"bipartite","suppletion","no","/have/stay/exist/live’"
626,"imon1245","Imonda","iaulõ ~ iaulõ-uõl","SG ~ PL","be","location",,"bipartite","regular",,
627,"murr1258","Murriny Patha","ni ~ nni","SG ~ PL","be","location",,"bipartite","regular",,
628,"tuni1252","Tunica","-hki ~  -(ʔ)ɔ’na","SG ~ PL","be","location",,"bipartite","suppletion","no","also exist"
629,"yuch1247","Yuchi","(go)-nõ ~ -ha","SG ~ PL","be","location",,"bipartite","suppletion","no","same plural as live/stay"
630,"chin1286","Clatsop-Shoalwater Chinook","-ō-c ~ -x-ēla-itix·","SG ~ PL","be (there)","location",,"bipartite","suppletion","no",
631,"high1242","Highland Oaxaca","baʔa ~ man","SG ~ PL","be (there), existential","location",,"bipartite","suppletion","no",
632,"hida1246","Hidatsa","háhgu ~ áhgu","SG ~ PL","be about","location",,"bipartite","suppletion","no",
633,"zuni1245","Zuni","akciye ~ wɔsliye","SG ~ PL","be among","location",,"bipartite","suppletion","no","either this is derived from 'put among' akcu ~ wɔslu or vice versa, we are not sure of the direction"
634,"wari1268","Wari","pe ~ to","SG ~ PL","be at/live","location",,"bipartite","suppletion","no",
635,"ingu1240","Ingush","d.oall ~ d.oaxk","SG ~ PL","be contained","location",,"bipartite","regular",,
636,"teri1250","Teribe","teng ~ löng","SG ~ PL","be in possession","location",,"bipartite","suppletion","no",
637,"choc1276","Choctaw","fõkka ~ ãɬɬo","SG ~ PL","be inside","location",,"bipartite","suppletion","no",
638,"jama1261","Madi","-foja- ~ tee - na- ~ -kibI-","SG ~ DU ~ PL","be inside","location",,"tripartite","suppletion","no",
639,"zuni1245","Zuni","‘učču- ~ ‘uppo-","SG ~ PL","be inside","location",,"bipartite","suppletion","no",
640,"mari1440","Maricopa","uuvaa ~ uunu ~ dik","SG ~ DU ~ PL","be located","location",,"tripartite","suppletion","no",
641,"tonk1249","Tonkawa","haw ~ haye·kwakw","SG ~ PL","be located","location",,"bipartite","suppletion","no",
642,"mali1285","Malinaltepec Meʼphaa","gu'ma, kamu: ~ tima:","SG ~ PL","be outside","location",,"bipartite","suppletion","no",
643,"ainu1240","Hokkaido Ainu","an ~ oka","SG ~ PL","be, exist","location",,"bipartite","suppletion","no",
644,"mezo1235","Mezontla Popoloca","thę̀ ~ thèxú","SG ~ PL","be/live","location",,"bipartite","suppletion","no",
645,"wari1268","Wari","mip ~ mimimip","SG ~ PL","do forcefully/hold tight","location",,"bipartite","regular",,"CV(CV)- reduplciation"
646,"koas1236","Koasati","á:tan ~ áswan ~ i:san","SG ~ DU ~ PL","dwell","location",,"tripartite","suppletion","no",
647,"west2632","Western Keres","-Aáuʔu ~ -áaʔa ~ -âaẓəədya","SG ~ DU ~ PL","dwell","location",,"tripartite","suppletion","no",
648,"kuna1268","Kunama","uta ~ uluta","SG ~ PL","dwell, stay","location",,"bipartite","regular",,"-lV-"
649,"agua1253","Aguaruna","a(ta) ~ aya","SG ~ PL","exist","location",,"bipartite","suppletion","no",
650,"bert1248","Berta","zíí ~ hólí","SG ~ PL","exist","location",,"bipartite","suppletion","no",
651,"cahu1264","Cahuilla","hiwqál ~ hem-qál","INDIVIDUAL ~ COLLECTIVE","exist","location",,"bipartite","suppletion","no","also be there"
652,"ticu1245","Ticuna","ǘ ~ chó","SG ~ PL","find oneself","location",,"bipartite","suppletion","no",
653,"coah1252","Coahuilteco","-tpāyam ~ -tpāy-ok-am","SG ~ PL","live","location",,"bipartite","suppletion","no","-ok- infix (unique)"
654,"guah1255","Guahibo","ponapona ~ hinawonopa","SG ~ PL","live","location",,"bipartite","suppletion",,
655,"hida1246","Hidatsa","mahgú ~ áhgu","SG ~ PL","live","location",,"bipartite","suppletion","no","dwell, stay"
656,"iran1263","Irántxe-Münkü","ipi- ~ ika-","SG ~ PL","live","location",,"bipartite","suppletion","no",
657,"mali1285","Malinaltepec Meʼphaa","-šta: ~ huwa","SG ~ PL","live","location",,"bipartite","suppletion","no",
658,"yuch1247","Yuchi","-ci ~ -ha","SG ~ PL","live","location",,"bipartite","suppletion","no","also stay"
659,"sume1241","Sumerian","lu(5).k ~ se(12)","SG ~ PL","live (in a place, for animals)","location",,"bipartite","suppletion","no",
660,"sume1241","Sumerian","ti.l ~ se(12)","SG ~ PL","live (in a place, for human)","location",,"bipartite","suppletion","no",
661,"agua1253","Aguaruna","puhut ~ batsat","SG ~ PL","live/be","location",,"bipartite","suppletion","no",
662,"buru1296","Burushaski","du-wás- ~ -du-wáša- (y); d'-wás- ~ -d'-wáša- (hx)","SG ~ PL","stay","location",,"bipartite","regular",,"also be late"
663,"cahu1264","Cahuilla","híw ~ máx","INDIVIDUAL ~ COLLECTIVE","stay","location",,"bipartite","suppletion","no","The singular form seems to be related to 'exist'"
664,"choc1276","Choctaw","atta ~ ašwa ~ a:ša","SG ~ DU ~ PL","stay","location",,"tripartite","suppletion","no",
665,"tabo1241","Tabo","luta ~ lumutita ~ pola:na","SG ~ DU ~ PL","stay","location",,"tripartite","suppletion","no",
666,"ticu1245","Ticuna","ã̰u ~ chó","SG ~ PL","stay","location",,"bipartite","suppletion","no",
667,"laal1242","Laal","sár ~ sə́rɨ̀ny, sə́rì","SG ~ PL","stay, remain","location",,"bipartite","regular",,"0 / -iny ~ -i"
668,"hupa1239","Hupa","si...da ~ de-si-...c'e","SG ~ PL","stay/live","location",,"bipartite","suppletion","no",
669,"sand1273","Sandawe","íé ~ ně:","SG ~ PL","stay/live","location",,"bipartite","suppletion","no",
670,"wari1268","Wari","tak ~ taratak","SG ~ PL","trapped/kept on top","location",,"bipartite","regular",,"-rV(CV)- infixation"
671,"agua1253","Aguaruna","wɨta ~ ashinat","SG ~ PL","go","motion","deictic","bipartite","suppletion","no",
672,"alse1251","Alsea-Yaquina","kūit ~ k'īlh","SG ~ PL","dance","motion","manner","bipartite","suppletion","no",
673,"alse1251","Alsea-Yaquina","qaa ~ sí","SG ~ PL","enter","motion","directional","bipartite","suppletion","no",
674,"alse1251","Alsea-Yaquina","qu, ku ~ k'ilu","SG ~ PL","enter water","motion","directional; ground","bipartite","suppletion","no",
675,"alse1251","Alsea-Yaquina","tp ~ tsíns","SG ~ PL","jump","motion","manner","bipartite","suppletion","no",
676,"ariz1237","Arizona Tewa","keˀt’ɑ ~ yemu","SG ~ PL","fall","motion","directional; manner","bipartite","suppletion","no",
677,"bert1248","Berta","adá ~ záá","SG ~ PL","go","motion","deictic","bipartite","suppletion","no",
678,"bert1248","Berta","buuna ~ thulá","SG ~ PL","run","motion","manner","bipartite","suppletion","no",
679,"buru1296","Burushaski","-wál- (hx) ~ -wál-/- gía- (h); bal'- (y) ~ gía- (xy)","SG ~ PL","fall","motion","directional; manner","bipartite","suppletion","no",
680,"buru1296","Burushaski","-wáš- (hx) ~ -wáš-/-gú- (hx) ; -bišá (y) ~ gí- (y)","SG ~ PL","dance","motion","manner","bipartite","regular",,"also play"
681,"buru1296","Burushaski","do-sók ~ do-sókia-","SG ~ PL","go down","motion",,"bipartite","regular",,
682,"buru1296","Burushaski","du-ús- ~ -di-áša-/di-éša-","SG ~ PL","climb up/win (a bet)/cross/turn out","motion","manner","bipartite","suppletion","no",
683,"buru1296","Burushaski","du-wál ~ du-wálja","SG ~ PL","fly","motion",,"bipartite","regular",,"also steal"
684,"buru1296","Burushaski","gárc ~ gárča","SG ~ PL","run","motion",,"bipartite","regular",,"also leave"
685,"buru1296","Burushaski","gí- ~ gía-","SG ~ PL","enter","motion",,"bipartite","regular",,
686,"buru1296","Burushaski","yancar- ~ yancara","SG ~ PL","walk so","motion","manner","bipartite","regular",,
687,"cahu1264","Cahuilla","-púli- (sg) ~ -čávi-","INDIVIDUAL ~ COLLECTIVE","fall","motion","directional; manner","bipartite","suppletion","no","also drop, be born"
688,"cata1286","Catawba","kwatse ~ kwata","SG ~ PL","turn","motion",,"bipartite","suppletion","no",
689,"chim1301","Chimariko","-mum- ~ -tcaxis-","SG ~ PL","run","motion","manner","bipartite","suppletion","no",
690,"choc1276","Choctaw","ã:ya ~ itta-no:wa","SG ~ PL","go along","motion","directional","bipartite","suppletion","no","2-3+"
691,"choc1276","Choctaw","akkowa ~ akka-koh-a","SG ~ PL","get down","motion",,"bipartite","regular",,
692,"choc1276","Choctaw","ala ~ ittV-ala-či ~ a:-ala","SG ~ DU ~ PL","arrive here","motion",,"tripartite","regular",,
693,"choc1276","Choctaw","bali:li ~ čaffa ~ tiɬa:ya ~ yiɬi:pa","SG ~ DU ~ PL","run","motion","manner","tripartite","suppletion","no","or even quadripartite?"
694,"choc1276","Choctaw","čokkowa ~ abi:ha / aɬɬo","SG ~ PL","enter","motion","directional","bipartite","suppletion","no",
695,"choc1276","Choctaw","hika ~ hi:li","SG ~ PL","fly","motion","manner","bipartite","suppletion","no",
696,"choc1276","Choctaw","ittola ~ akkaha ~ liwi:li","SG ~ DU ~ PL","fall down","motion","directional; manner","tripartite","suppletion","no",
697,"choc1276","Choctaw","iya ~ ittV-iya-či ~ ilko:ɬi","SG ~ DU ~ PL","go","motion","deictic","tripartite","suppletion","no",
698,"choc1276","Choctaw","kočč-a ~ koča-wih-a","SG ~ PL","go out","motion",,"bipartite","regular",,
699,"choc1276","Choctaw","ona ~ ittV-ona-či ~ a:-ona","SG ~ DU ~ PL","arrive there","motion",,"tripartite","regular",,
700,"coma1245","Comanche","aimiʔarʉ ~ wahkamiʔarʉ","SG ~ PL","lope","motion","manner","bipartite","suppletion","no","also trot, move in slow motion"
701,"coma1245","Comanche","ikarʉ ~ wekwiitʉ/ wekwimiʔaru","SG ~ PL","enter","motion","directional","bipartite","suppletion","no",
702,"coma1245","Comanche","kimaru ~ sʉmʉ nokima(rʉ)","SG ~ PL","come","motion","deictic","bipartite","suppletion","no",
703,"coma1245","Comanche","koʔitʉ ~ koyama-","SG ~ PL","return","motion","deictic","bipartite","suppletion","no","also come back"
704,"coma1245","Comanche","kunakuarʉ/kuroʔitu ~ kunakʉʉʔetaru","SG ~ PL","appear","motion",,"bipartite","suppletion","no","appear, bob up, protrude"
705,"coma1245","Comanche","mutsʉʔitʉ ~ mutsiʔitʉ","SG ~ PL","dive","motion","manner","bipartite","suppletion","no",
706,"coma1245","Comanche","nahaniitʉ ~ nayʉkwiitʉ","SG ~ PL","go along","motion",,"bipartite","suppletion","no","continue"
707,"coma1245","Comanche","naʔanitʉ ~ naʔaniʔitʉ","SG ~ PL","wallow/roll over","motion",,"bipartite","regular",,"infixation"
708,"coma1245","Comanche","nʉmirʉ ~ yʉkarʉ","SG ~ PL","walk","motion","manner","bipartite","suppletion","no","also move about"
709,"coma1245","Comanche","pahitʉ ~ yumarʉ","SG ~ PL","fall off","motion","directional; manner; deictic","bipartite","suppletion","no",
710,"coma1245","Comanche","pohbitʉ/popitʉ ~ pohbiarʉ","SG ~ PL","jump","motion","manner","bipartite","suppletion","no",
711,"coma1245","Comanche","toʔitʉ ~ kʉarʉ","SG ~ PL","appear","motion",,"bipartite","suppletion","no","escape, come out, climb out"
712,"coma1245","Comanche","weehtsitʉ ~ weerʉ","SG ~ PL","go down","motion","directional","bipartite","suppletion","no",
713,"coma1245","Comanche","yʉtsʉrʉ ~ yorimiʔarʉ","SG ~ PL","rise","motion","directional","bipartite","suppletion","no","also go up, fly up"
714,"cree1270","Creek","‘yifol-k-itá ~ ‘yifol-ho-k-itá ~ ‘yifol-ic-íta","SG ~ DU ~ PL","go back","motion","directional","tripartite","regular",,"ho(y)/ic insertion"
715,"cree1270","Creek","(a)cim-k-itá ~ (a)cim-ho-k-íta ~ (a)cim-ic-íta","SG ~ DU ~ PL","climb","motion","manner","tripartite","regular",,"ho(y)/ic insertion"
716,"cree1270","Creek","alak-itá ~ ala:-ho-k-itá ~ ye-yc-itá","SG ~ DU ~ PL","arrive","motion","deictic","tripartite","suppletion","no",
717,"cree1270","Creek","aɬ-íta ~ wilak-itá (probably not -ak- as it includes true suppletion) ~ foll-itá","SG ~ DU ~ PL","go about","motion","directional","tripartite","suppletion","no",
718,"cree1270","Creek","apey-k-itá ~ atih-k-itá","SG ~ PL","get inside","motion","directional","bipartite","suppletion","no","also put inside"
719,"cree1270","Creek","at-íta ~ at-hoy-itá ~ ?","? ~ ? ~ ?","come","motion","directional","?","regular",,"ho(y)/ic insertion"
720,"cree1270","Creek","ay-íta ~ a-hoy-itá ~ ?","? ~ ? ~ ?","go","motion",,"?","regular",,"ho(y)/ic insertion"
721,"cree1270","Creek","cami:ss-itá ~ cami:sca:y-itá","SG ~ PL","dodge","motion",,"bipartite","regular",,"C1V1 reduplication"
