ID,Glottocode,Selector_type,Selector_label,Marker_type,Features,Source,Coder,S_references,A_references,P_references,Alignment
nava1243-ni-2sgp-indexing-marker,nava1243,indexing marker,ni- 2sgP,overt,person+number,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,NONE,NONE,2sg,accusative
nava1243-ni-2sgs-a-indexing-marker,nava1243,indexing marker,ni- 2sgS/A,overt,person+number,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,2sg,2sg,NONE,accusative
nava1243-nihi-1nsgp-2nsgp-indexing-marker,nava1243,indexing marker,"nihi- 1nsgP, 2nsgP",overt,person+number,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,NONE,NONE,1du;1pl;2du;2pl,accusative
nava1243-no-flagging,nava1243,flagging,NO_FLAGGING,zero,,"young1987navajo[1,8]",AN,Noun;Pro,Noun;Pro,Noun,neutral
nava1243-null-marker,nava1243,indexing marker,NULL_MARKER,zero,NA,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,3-high,3-high,3-high_1du;3-high_1pl;3-high_1sg;3-high_2du;3-high_2pl;3-high_2sg;3-low_1du;3-low_1pl;3-low_1sg;3-low_2du;3-low_2pl;3-low_2sg,neutral
nava1243-o-h-2nsgs-a-indexing-marker,nava1243,indexing marker,o(h)- 2nsgS/A,overt,person+number,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,2du;2pl,2du;2pl,NONE,accusative
nava1243-sh-1sgs-a-indexing-marker,nava1243,indexing marker,sh- 1sgS/A,overt,person+number,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,1sg,1sg,NONE,accusative
nava1243-shi-1sgp-indexing-marker,nava1243,indexing marker,shi- 1sgP,overt,person+number,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,NONE,NONE,1sg,accusative
negi1245-acc-case-ja-flagging,negi1245,flagging,ACC case -jA,overt,,"pakendorf2020northerntungusic[292,pakendorf2023pc]",AWM;AN,NONE,NONE,Noun-low,accusative
negi1245-acc-case-wa-flagging,negi1245,flagging,ACC case -wA,overt,,"pakendorf2020northerntungusic[292,pakendorf2023pc]",AWM;AN,NONE,NONE,Noun-high;Pro,accusative
negi1245-lti-1pl-incl-s-a-indexing-marker,negi1245,indexing marker,-lti 1pl.incl.S/A,overt,person+number,pakendorf2020northerntungusic[295],AN,1pl.incl,1pl.incl,NONE,accusative
negi1245-m-1sgs-a-indexing-marker,negi1245,indexing marker,-m 1sgS/A,overt,person+number,pakendorf2020northerntungusic[295],AN,1sg,1sg,NONE,accusative
negi1245-n-3sgs-a-indexing-marker,negi1245,indexing marker,-n 3sgS/A,overt,person+number,pakendorf2020northerntungusic[295],AN,3sg,3sg,NONE,accusative
negi1245-no-flagging,negi1245,flagging,NO_FLAGGING,zero,,pakendorf2020northerntungusic[292],AWM;AN,any,any,NONE,accusative
negi1245-null-marker,negi1245,indexing marker,NULL_MARKER,zero,person+number,pakendorf2020northerntungusic[295],AN,3pl,3pl,NONE,accusative
negi1245-p-1pl-incl-s-a-indexing-marker,negi1245,indexing marker,-p 1pl.incl.S/A,overt,person+number,pakendorf2020northerntungusic[295],AN,1pl.incl,1pl.incl,NONE,accusative
negi1245-role-not-marked,negi1245,indexing trigger,ROLE_NOT_MARKED,zero,person+number,pakendorf2020northerntungusic[295],AN,NONE,NONE,any,NA
negi1245-s-2sgs-a-indexing-marker,negi1245,indexing marker,-s 2sgS/A,overt,person+number,pakendorf2020northerntungusic[295],AN,2sg,2sg,NONE,accusative
negi1245-sun-2pls-a-indexing-marker,negi1245,indexing marker,-sun 2plS/A,overt,person+number,pakendorf2020northerntungusic[295],AN,2pl,2pl,NONE,accusative
negi1245-tin-3pls-a-indexing-marker,negi1245,indexing marker,-tin 3plS/A,overt,person+number,pakendorf2020northerntungusic[295],AN,3pl,3pl,NONE,accusative
negi1245-w-1sgs-a-indexing-marker,negi1245,indexing marker,-w 1sgS/A,overt,person+number,pakendorf2020northerntungusic[295],AN,1sg,1sg,NONE,accusative
negi1245-wun-1pl-excl-s-a-indexing-marker,negi1245,indexing marker,-wun 1pl.excl.S/A,overt,person+number,pakendorf2020northerntungusic[295],AN,1pl.excl,1pl.excl,NONE,accusative
nene1249-acc-marking-flagging,nene1249,flagging,ACC marking,overt,,"nikolaeva2014nenets[194-195,202,420]",HT,NONE,NONE,any,accusative
nene1249-d-ih-2dus-a-2dua-3du-hp-3pl-hp-3dua-3sg-hp-3du-hp-3pl-hp-indexing-marker,nene1249,indexing marker,"-d'ih '2duS/A','2duA>3du.hP,3pl.hP','3duA>3sg.hP,3du.hP,3pl.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,2du,2du_1du;2du_1pl;2du_1sg;2du_3du-high;2du_3du-low;2du_3pl-high;2du_3pl-low;2du_3sg-low;3du-high_3du-high;3du-high_3pl-high;3du-high_3sg-high;3du-low_3du-high;3du-low_3pl-high;3du-low_3sg-high,3du-high_2du;3du-high_3du-high;3du-high_3du-low;3pl-high_2du;3pl-high_3du-high;3pl-high_3du-low;3sg-high_3du-high;3sg-high_3du-low,neutral
nene1249-da-3sga-3sg-hp-3du-hp-3pl-hp-indexing-marker,nene1249,indexing marker,"-da '3sgA>3sg.hP,3du.hP,3pl.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,NONE,3sg-high_3du-high;3sg-high_3pl-high;3sg-high_3sg-high;3sg-low_3du-high;3sg-low_3pl-high;3sg-low_3sg-high,3du-high_3sg-high;3du-high_3sg-low;3pl-high_3sg-high;3pl-high_3sg-low;3sg-high_3sg-high;3sg-high_3sg-low,horizontal
nene1249-daq-2pls-a-2pla-3sg-hp-3du-hp-3pl-hp-indexing-marker,nene1249,indexing marker,"-daq '2plS/A,2plA>3sg.hP,3du.hP,3pl.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,2pl,2pl_1du;2pl_1pl;2pl_1sg;2pl_3du-high;2pl_3du-low;2pl_3pl-high;2pl_3pl-low;2pl_3sg-high;2pl_3sg-low,3du-high_2pl;3pl-high_2pl;3sg-high_2pl,neutral
nene1249-ddeg-2sgs-a-3du-hp-3pl-hp-indexing-marker,nene1249,indexing marker,"-d° '2sgS/A>3du.hP,3pl.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,NONE,2sg_3du-high;2sg_3pl-high,3du-high_2sg;3pl-high_2sg,horizontal
nene1249-ddegm-1sgs-a-indexing-marker,nene1249,indexing marker,-d°m '1sgS/A',overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,1sg,1sg_2du;1sg_2pl;1sg_2sg;1sg_3du-low;1sg_3pl-low;1sg_3sg-low,NONE,accusative
nene1249-doh-3pla-3sg-hp-3du-hp-3pl-hp-indexing-marker,nene1249,indexing marker,"-doh '3plA>3sg.hP,3du.hP,3pl.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,NONE,3pl-high_3du-high;3pl-high_3pl-high;3pl-high_3sg-high;3pl-low_3du-high;3pl-low_3pl-high;3pl-low_3sg-high,3du-high_3pl-high;3du-high_3pl-low;3pl-high_3pl-high;3pl-high_3pl-low;3sg-high_3pl-high;3sg-high_3pl-low,horizontal
nene1249-m-ih-1dua-3sg-hp-indexing-marker,nene1249,indexing marker,-m'ih '1duA>3sg.hP',overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,NONE,1du_3sg-high,3sg-high_1du,horizontal
nene1249-n-ih-1dus-a-1dua-3du-hp-3pl-hp-indexing-marker,nene1249,indexing marker,"-n'ih '1duS/A,1duA>3du.hP,3pl.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,1du,1du_2du;1du_2pl;1du_2sg;1du_3du-high;1du_3du-low;1du_3pl-high;1du_3pl-low;1du_3sg-low,3du-high_1du;3pl-high_1du,neutral
nene1249-naq-1pla-3du-hp-3pl-hp-indexing-marker,nene1249,indexing marker,"-naq '1plA>3du.hP,3pl.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,NONE,1pl_3du-high;1pl_3pl-high,3du-high_1pl;3pl-high_1pl,horizontal
nene1249-ndeg-2sgs-a-1sga-3du-hp-3pl-hp-indexing-marker,nene1249,indexing marker,"-n° '2sgS/A,1sgA>3du.hP,3pl.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,2sg,1sg_3du-high;1sg_3pl-high;2sg_1du;2sg_1pl;2sg_1sg;2sg_3du-low;2sg_3pl-low;2sg_3sg-low,3du-high_1sg;3pl-high_1sg,neutral
nene1249-no-flagging,nene1249,flagging,NO_FLAGGING,zero,,"nikolaeva2014nenets[194-195,202,420]",HT,any,any,NONE,accusative
nene1249-null-marker,nene1249,indexing marker,NULL_MARKER,zero,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,3sg-high;3sg-low,3sg-high_1du;3sg-high_1pl;3sg-high_1sg;3sg-high_2du;3sg-high_2pl;3sg-high_2sg;3sg-high_3du-low;3sg-high_3pl-low;3sg-high_3sg-low;3sg-low_1du;3sg-low_1pl;3sg-low_1sg;3sg-low_2du;3sg-low_2pl;3sg-low_2sg;3sg-low_3du-low;3sg-low_3pl-low;3sg-low_3sg-low,1du;1pl;1sg;2du;2pl;2sg;3du-low;3pl-low;3sg-low,neutral
nene1249-q-3pls-a-indexing-marker,nene1249,indexing marker,-q '3plS/A',overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,3pl-high;3pl-low,3pl-high_1du;3pl-high_1pl;3pl-high_1sg;3pl-high_2du;3pl-high_2pl;3pl-high_2sg;3pl-high_3du-low;3pl-high_3pl-low;3pl-high_3sg-low;3pl-low_1du;3pl-low_1pl;3pl-low_1sg;3pl-low_2du;3pl-low_2pl;3pl-low_2sg;3pl-low_3du-low;3pl-low_3pl-low;3pl-low_3sg-low,NONE,accusative
nene1249-r-ih-2du-3sg-hp-indexing-marker,nene1249,indexing marker,-r'ih '2du>3sg.hP',overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,NONE,2du_3sg-high,3sg-high_2du,horizontal
nene1249-rdeg-2sg-3sg-hp-indexing-marker,nene1249,indexing marker,-r° '2sg>3sg.hP',overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,NONE,2sg_3sg-high,3sg-high_2sg,horizontal
nene1249-waq-1pls-a-1pla-3sg-hp-indexing-marker,nene1249,indexing marker,"-waq '1plS/A,1plA>3sg.hP'",overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,1pl,1pl_2du;1pl_2pl;1pl_2sg;1pl_3du-low;1pl_3pl-low;1pl_3sg-high;1pl_3sg-low,3sg-high_1pl,neutral
nene1249-wdeg-1sga-3sg-hp-indexing-marker,nene1249,indexing marker,-w° '1sgA>3sg.hP',overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,NONE,1sg_3sg-high,3sg-high_1sg,horizontal
nene1249-xdegh-3dus-a-indexing-marker,nene1249,indexing marker,-x°h '3duS/A',overt,person+number,"nikolaeva2014nenets[202-210,78-80]",HT;AWM,3du-high;3du-low,3du-high_1du;3du-high_1pl;3du-high_1sg;3du-high_2du;3du-high_2pl;3du-high_2sg;3du-high_3du-low;3du-high_3pl-low;3du-high_3sg-low;3du-low_1du;3du-low_1pl;3du-low_1sg;3du-low_2du;3du-low_2pl;3du-low_2sg;3du-low_3du-low;3du-low_3pl-low;3du-low_3sg-low,NONE,accusative
ngar1284-a-i-an-3sm-s-p-indexing-marker,ngar1284,indexing marker,a-/i-/an- 3sM.S/P,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,3sg.M,NONE,3sg.M_1pl.excl;3sg.M_1pl.incl;3sg.M_1sg;3sg.M_2pl;3sg.M_2sg;3sg.M_3pl;3sg.M_3sg.F;3sg.M_3sg.M;3sg.M_3sg.N1;3sg.M_3sg.N2,ergative
ngar1284-an-3pm-p-indexing-marker,ngar1284,indexing marker,an- 3pM.P,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,NONE,NONE,3pl_3pl;3pl_3sg.F;3pl_3sg.M;3pl_3sg.N1;3pl_3sg.N2,accusative
ngar1284-bu-bi-ba-3pls-p-indexing-marker,ngar1284,indexing marker,bu-/bi-/ba- 3plS/P,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,3pl,NONE,3pl_1pl.excl;3pl_1pl.incl;3pl_1sg;3pl_2pl;3pl_2sg;3pl_3pl,ergative
ngar1284-djan-portm-2sg-1sg-indexing-marker,ngar1284,indexing marker,djan- ‘portm’ 2sg>1sg’,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,NONE,2sg_1sg,1sg_2sg,horizontal
ngar1284-gu-n-2pls-p-indexing-marker,ngar1284,indexing marker,gu(n)- 2plS/P,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,2pl,NONE,2pl_1pl.excl;2pl_1sg;2pl_3pl;2pl_3sg.F;2pl_3sg.M;2pl_3sg.N1;2pl_3sg.N2,ergative
ngar1284-ma-3sg-n2-s-indexing-marker,ngar1284,indexing marker,ma- 3sg.N2.S,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,3sg.N2,NONE,NONE,horizontal
ngar1284-na-2pla-indexing-marker,ngar1284,indexing marker,na- '2plA',overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,NONE,2pl_3pl;2pl_3sg.F;2pl_3sg.M;2pl_3sg.N1;2pl_3sg.N2,NONE,ergative
ngar1284-nga-1sgs-p-1incls-p-indexing-marker,ngar1284,indexing marker,"ŋa- 1sgS/P, 1inclS/P",overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,1pl.incl;1sg,1sg_3pl;1sg_3sg.F;1sg_3sg.M;1sg_3sg.N1;1sg_3sg.N2,1pl.incl_3pl;1pl.incl_3sg.F;1pl.incl_3sg.M;1pl.incl_3sg.N1;1pl.incl_3sg.N2,neutral
ngar1284-ngan-1sgp-indexing-marker,ngar1284,indexing marker,ŋan- 1sgP,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,NONE,NONE,1sg_2pl;1sg_3pl;1sg_3sg.F;1sg_3sg.M;1sg_3sg.N1;1sg_3sg.N2,accusative
ngar1284-nj2-nja2-nju-nji-3fs-p-indexing-marker,ngar1284,indexing marker,nj2-/nja2-/nju-/nji- ‘3fS/P’,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,3sg.F,3sg.F_1pl.excl;3sg.F_1pl.incl;3sg.F_1sg;3sg.F_2pl;3sg.F_2sg;3sg.F_3pl;3sg.F_3sg.F;3sg.F_3sg.M;3sg.F_3sg.N1;3sg.F_3sg.N2,NONE,accusative
ngar1284-nja-1-1excls-p-indexing-marker,ngar1284,indexing marker,nja(1)- ‘1exclS/P’,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,1pl.excl,NONE,1pl.excl_2pl;1pl.excl_2sg;1pl.excl_3pl;1pl.excl_3sg.F;1pl.excl_3sg.M;1pl.excl_3sg.N1;1pl.excl_3sg.N2,ergative
ngar1284-njdja-2sga-indexing-marker,ngar1284,indexing marker,njdja- 2sgA,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,NONE,2sg_3pl;2sg_3sg.F;2sg_3sg.M;2sg_3sg.N1;2sg_3sg.N2,NONE,ergative
ngar1284-njin-njun-2sgs-p-indexing-marker,ngar1284,indexing marker,njin-/njun- 2sgS/P,overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,2sg_1sg,1sg_3pl,2sg_1pl.excl;2sg_1pl.incl;2sg_3pl;2sg_3sg.F;2sg_3sg.M;2sg_3sg.N1;2sg_3sg.N2,neutral
ngar1284-no-flagging,ngar1284,flagging,NO_FLAGGING,zero,,"rumsey1978ungarinjin[44,83-104]",DI,any,any,any,neutral
ngar1284-r-da-pl-indexing-marker,ngar1284,indexing marker,r-/da- 'pl',overt,number,"rumsey1978ungarinjin[111,114-115]",AWM,3pl,3pl_1pl.excl;3pl_1pl.incl;3pl_1sg;3pl_2pl;3pl_2sg;3pl_3pl;3pl_3sg.F;3pl_3sg.M;3pl_3sg.N1;3pl_3sg.N2,1pl.excl_2pl;1pl.excl_2sg;1pl.excl_3pl;1pl.excl_3sg.F;1pl.excl_3sg.M;1pl.excl_3sg.N1;1pl.excl_3sg.N2;1pl.incl_3pl;1pl.incl_3sg.F;1pl.incl_3sg.M;1pl.incl_3sg.N1;1pl.incl_3sg.N2;2pl_1pl.excl;2pl_1sg;2pl_3pl;2pl_3sg.F;2pl_3sg.M;2pl_3sg.N1;2pl_3sg.N2;3pl_1pl.excl;3pl_1pl.incl;3pl_1sg;3pl_2pl;3pl_2sg;3pl_3pl;3pl_3sg.F;3pl_3sg.M;3pl_3sg.N1;3pl_3sg.N2,neutral
ngar1284-r-pl-indexing-marker,ngar1284,indexing marker,r- 'pl',overt,number,"rumsey1978ungarinjin[111,114-115]",AWM,1pl.excl;1pl.incl;2pl;3pl,1pl.excl_2pl;1pl.excl_2sg;1pl.excl_3pl;1pl.excl_3sg.F;1pl.excl_3sg.M;1pl.excl_3sg.N1;1pl.excl_3sg.N2;1pl.incl_3pl;1pl.incl_3sg.F;1pl.incl_3sg.M;1pl.incl_3sg.N1;1pl.incl_3sg.N2;2pl_1pl.excl;2pl_1sg,NONE,accusative
ngar1284-wu-wa-wi-3sg-n1-s-p-3sg-n2-p-indexing-marker,ngar1284,indexing marker,"wu-/wa-/wi- 3sg.N1.S/P, 3sg.N2.P",overt,person+number,"rumsey1978ungarinjin[111,114-115]",AWM,3sg.N1,NONE,3sg.N1_1pl.excl;3sg.N1_1pl.incl;3sg.N1_1sg;3sg.N1_2pl;3sg.N1_2sg;3sg.N1_3pl;3sg.N1_3sg.F;3sg.N1_3sg.M;3sg.N1_3sg.N1;3sg.N1_3sg.N2,ergative
niha1238-acc-marking-flagging,niha1238,flagging,ACC marking,overt,,"nagaraja2014nihali[224,229,33-34,49-50,82,90]",HT,NONE,NONE,Noun-animate;Pro,accusative
niha1238-no-flagging,niha1238,flagging,NO_FLAGGING,zero,,"nagaraja2014nihali[224,229,33-34,49-50,82,90]",HT,Noun-animate;Noun-inanimate;Pro,Noun-animate;Noun-inanimate;Pro,Noun-inanimate,neutral
niha1238-role-not-marked,niha1238,indexing trigger,ROLE_NOT_MARKED,zero,NA,"nagaraja2014nihali[58-59,82-83]",HT,NONE,NONE,NONE,NA
nisg1240-no-flagging,nisg1240,flagging,NO_FLAGGING,zero,,peterson2017alignment[11-34],DI; AWM,Noun;Pro,Noun,Noun;Pro,neutral
nisg1240-series-ii-suffixes-indexing-marker,nisg1240,indexing marker,Series II suffixes,overt,person+number,peterson2017alignment[11-34],AWM; DI,NONE,any,NONE,ergative
niva1238-1-2-k-indexing-marker,niva1238,indexing marker,1>2 k'-,overt,person,fabre2016nivacle[181-193],HT;AWM,NONE,1excl_2,2_1excl,horizontal
niva1238-lh-2s-a-indexing-marker,niva1238,indexing marker,lh- 2S/A,overt,person,fabre2016nivacle[181-193],HT;AWM,2,2_1excl;2_3,NONE,accusative
niva1238-n-2p-indexing-marker,niva1238,indexing marker,n- 2P,overt,person,fabre2016nivacle[181-193],HT;AWM,2,NONE,NONE,horizontal
niva1238-no-flagging,niva1238,flagging,NO_FLAGGING,zero,,"fabre2016nivacle[102-103,193]",HT,any,any,any,neutral
niva1238-null-marker,niva1238,indexing marker,NULL_MARKER,zero,person,fabre2016nivacle[181-193],HT;AWM,3,3_1excl;3_1incl;3_2,1excl;1incl;2_3;3_1excl;3_1incl;3_2;3_3,neutral
niva1238-shin-1inclp-indexing-marker,niva1238,indexing marker,shin- 1inclP,overt,person,fabre2016nivacle[181-193],HT;AWM,1incl,NONE,NONE,horizontal
niva1238-sht-1incls-a-indexing-marker,niva1238,indexing marker,sht- 1inclS/A,overt,person,fabre2016nivacle[181-193],HT;AWM,1incl,1incl_3,NONE,accusative
niva1238-ts-1exclp-indexing-marker,niva1238,indexing marker,ts- 1exclP,overt,person,fabre2016nivacle[181-193],HT;AWM,1excl,NONE,NONE,horizontal
niva1238-x-1excls-a-indexing-marker,niva1238,indexing marker,x- 1exclS/A,overt,person,fabre2016nivacle[181-193],HT;AWM,1excl,1excl_3,NONE,accusative
niva1238-y-3s-a-indexing-marker,niva1238,indexing marker,y- 3S/A,overt,person,fabre2016nivacle[181-193],HT;AWM,3,3_3,NONE,accusative
nort1550-i-1pl-3sg-indexing-marker,nort1550,indexing marker,í 1pl>3sg,overt,person+number,sutton2014taos[304],AN,NONE,1pl_3sg,3sg_1pl,horizontal
nort1550-i-1pls-indexing-marker,nort1550,indexing marker,i 1plS,overt,person+number,sutton2014taos[304],AN,1pl,NONE,NONE,horizontal
nort1550-kiw-1pla-indexing-marker,nort1550,indexing marker,kiw 1plA,overt,person+number,sutton2014taos[304],AN,NONE,1pl_3du;1pl_3pl,NONE,ergative
nort1550-kon-1dua-indexing-marker,nort1550,indexing marker,kɔ̨n 1duA,overt,person+number,sutton2014taos[304],AN,NONE,1du_3du;1du_3pl,NONE,ergative
nort1550-ku-2a-elsewhere-indexing-marker,nort1550,indexing marker,ku 2A elsewhere,overt,person+number,sutton2014taos[304],AN,NONE,2du_1du;2du_1pl;2pl_1du;2pl_1pl;2sg_1du;2sg_1pl;2sg_3du;2sg_3pl,NONE,ergative
nort1550-may-1sgp-indexing-marker,nort1550,indexing marker,mą̂y 1sgP,overt,person+number,sutton2014taos[304],AN,NONE,NONE,1sg_2du;1sg_2pl;1sg_2sg,accusative
nort1550-mo-2pl-3sg-indexing-marker,nort1550,indexing marker,mɔ̨́ 2pl>3sg,overt,person+number,sutton2014taos[304],AN,NONE,2pl_3sg,3sg_2pl,horizontal
nort1550-mo-2pls-indexing-marker,nort1550,indexing marker,mɔ̨ 2plS,overt,person+number,sutton2014taos[304],AN,2pl,NONE,NONE,horizontal
nort1550-mon-2du-3sg-indexing-marker,nort1550,indexing marker,mɔ̨́n 2du>3sg,overt,person+number,sutton2014taos[304],AN,NONE,2du_3sg,3sg_2du,horizontal
nort1550-mon-2dus-a-indexing-marker,nort1550,indexing marker,mɔ̨n 2duS/A,overt,person+number,sutton2014taos[304],AN,2du,2du_3du;2du_3pl,NONE,accusative
nort1550-mopen-2dup-indexing-marker,nort1550,indexing marker,mɔ̨pę́n 2duP,overt,person+number,sutton2014taos[304],AN,NONE,NONE,2du_1du;2du_1pl;2du_1sg,accusative
nort1550-mopi-2plp-indexing-marker,nort1550,indexing marker,mɔ̨pí 2plP,overt,person+number,sutton2014taos[304],AN,NONE,NONE,2pl_1du;2pl_1pl;2pl_1sg,accusative
nort1550-mow-2pla-indexing-marker,nort1550,indexing marker,mɔ̨w 2plA,overt,person+number,sutton2014taos[304],AN,NONE,2pl_3du;2pl_3pl,NONE,ergative
nort1550-no-flagging,nort1550,flagging,NO_FLAGGING,zero,,"trager1946taos[204,harrington1910taos]",AN,any,any,any,neutral
nort1550-null-marker,nort1550,indexing marker,NULL_MARKER,zero,person+number,sutton2014taos[304],AN,3sg,1du_2du;1du_2pl;1du_3sg;1pl_2du;1pl_2pl;1sg_2du;1sg_2pl;2du_1sg;2pl_1sg;2sg_1sg;3du_1du;3du_1pl;3du_1sg;3du_2du;3du_2pl;3du_2sg;3du_3sg;3pl_1du;3pl_1pl;3pl_1sg;3pl_2du;3pl_2pl;3pl_2sg;3pl_3du;3pl_3pl;3pl_3sg;3sg_1du;3sg_1pl;3sg_1sg;3sg_2du;3sg_2pl;3sg_2sg;3sg_3du;3sg_3pl;3sg_3sg,1du_2du;1du_2pl;1du_2sg;1du_3du;1du_3pl;1du_3sg;1pl_2du;1pl_2pl;1pl_2sg;1pl_3du;1pl_3pl;1pl_3sg;1sg_3du;1sg_3pl;1sg_3sg;2du_3du;2du_3pl;2du_3sg;2pl_3du;2pl_3pl;2pl_3sg;2sg_1du;2sg_1pl;2sg_1sg;2sg_3du;2sg_3pl;2sg_3sg;3du_1du;3du_1pl;3du_1sg;3du_2du;3du_2pl;3du_2sg;3du_3du;3du_3pl;3pl_1du;3pl_1pl;3pl_1sg;3pl_2du;3pl_2pl;3pl_2sg;3pl_3du;3pl_3pl;3sg_3pl;3sg_3sg,neutral
nort1550-o-1s-a-elsewhere-indexing-marker,nort1550,indexing marker,ɔ 1S/A elsewhere,overt,person+number,sutton2014taos[304],AN,1sg,1du_2sg;1pl_2sg;1sg_2sg;1sg_3du;1sg_3pl,NONE,accusative
nort1550-o-2sg-3sg-indexing-marker,nort1550,indexing marker,ɔ 2sg>3sg,overt,person+number,sutton2014taos[304],AN,NONE,2sg_3sg,3sg_2sg,horizontal
nort1550-o-2sgs-indexing-marker,nort1550,indexing marker,ɔ̨ 2sgS,overt,person+number,sutton2014taos[304],AN,2sg,NONE,NONE,horizontal
nort1550-on-3sgp-indexing-marker,nort1550,indexing marker,ɔ̨́n 3sgP,overt,person+number,sutton2014taos[304],AN,NONE,NONE,3sg_1du;3sg_3du,accusative
nort1550-on-dual-s-a-elsewhere-indexing-marker,nort1550,indexing marker,ɔ̨n dual S/A elsewhere,overt,person+number,sutton2014taos[304],AN,1du;3du,3du_3du;3du_3pl,NONE,accusative
nort1550-ti-1sg-3sg-indexing-marker,nort1550,indexing marker,ti 1sg>3sg,overt,person+number,sutton2014taos[304],AN,NONE,1sg_3sg,3sg_1sg,horizontal
nort1550-u-3-non-sg-s-p-indexing-marker,nort1550,indexing marker,u 3.non-sg.S/P,overt,person+number,sutton2014taos[304],AN,3pl,NONE,3du_3sg;3pl_3sg,ergative
nort2745-a-marking-indexing-marker,nort2745,indexing marker,A marking,overt,person+number,"schmalz2013yukaghir[114-115,157,35,85]",HT;AWM,NONE,any,NONE,ergative
nort2745-acc-case-flagging,nort2745,flagging,ACC case,overt,,"maslova2003kolyma[88-96];schmalz2013yukaghir[166-168,179,299,79-82]",HT;AWM;DI,NONE,NONE,1Pro_1Pro;1Pro_2Pro;1Pro_3Pro;1Pro_Noun;2Pro_1Pro;2Pro_2Pro;2Pro_3Pro;2Pro_Noun;Noun_3Pro;Noun_Noun,accusative
nort2745-no-flagging,nort2745,flagging,NO_FLAGGING,zero,,"maslova2003kolyma[88-96];schmalz2013yukaghir[166-168,179,299,79-82]",HT;AWM;DI,any,any,3Pro_1Pro;3Pro_2Pro;3Pro_3Pro;3Pro_Noun;Noun_1Pro;Noun_2Pro,neutral
nort2745-role-not-marked,nort2745,indexing trigger,ROLE_NOT_MARKED,zero,person+number,"schmalz2013yukaghir[114-115,157,35,85]",HT;AWM,NONE,NONE,any,NA
nort2745-s-marking-indexing-marker,nort2745,indexing marker,S marking,overt,person+number,"schmalz2013yukaghir[114-115,157,35,85]",HT;AWM,any,NONE,NONE,horizontal
nort2942-ah-2pl-s-a-indexing-indexing-marker,nort2942,indexing marker,ah- 2pl S/A indexing,overt,person+number,rice1989slave[248],AWM,2pl,2pl,NONE,accusative
nort2942-go-3pl-hump-3a-indexing-indexing-marker,nort2942,indexing marker,go- 3pl-humP (<3A) indexing,overt,person+number,rice1989slave[248],AWM,NONE,NONE,3pl.hum_3pl.hum;3pl.hum_3pl.nonhum;3pl.hum_3sg.hum;3pl.hum_3sg.nonhum,accusative
nort2942-h-1sg-s-a-indexing-indexing-marker,nort2942,indexing marker,h- 1sg S/A indexing,overt,person+number,rice1989slave[248],AWM,1sg,1sg,NONE,accusative
nort2942-id-1pl-s-a-indexing-indexing-marker,nort2942,indexing marker,íd- 1pl S/A indexing,overt,person+number,rice1989slave[248],AWM,1pl,1pl,NONE,accusative
